"Name","Live Bytes","Live Objects"
"java.util.HashMap$Values","2,336 B (0%)","146 (0%)"
"org.thymeleaf.engine.CloseElementTag","2,304 B (0%)","48 (0%)"
"sun.reflect.generics.scope.MethodScope","2,280 B (0%)","95 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode","2,272 B (0%)","71 (0%)"
"org.hibernate.hql.internal.ast.tree.Node","2,208 B (0%)","46 (0%)"
"org.thymeleaf.engine.OpenElementTag","2,208 B (0%)","46 (0%)"
"org.springframework.beans.PropertyValue","2,208 B (0%)","46 (0%)"
"org.springframework.http.HttpStatus","2,176 B (0%)","68 (0%)"
"java.lang.annotation.ElementType[]","2,168 B (0%)","83 (0%)"
"java.util.Hashtable","2,160 B (0%)","45 (0%)"
"byte[][]","2,160 B (0%)","3 (0%)"
"java.security.Permissions","2,112 B (0%)","88 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,112 B (0%)","66 (0%)"
"org.springframework.cglib.core.Signature","2,112 B (0%)","88 (0%)"
"java.util.WeakHashMap$KeySet","2,096 B (0%)","131 (0%)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","2,064 B (0%)","86 (0%)"
"org.springframework.asm.Type","2,048 B (0%)","64 (0%)"
"org.springframework.core.type.MethodMetadata[]","2,040 B (0%)","88 (0%)"
"org.hibernate.engine.jdbc.Size","2,016 B (0%)","63 (0%)"
"sun.util.calendar.Gregorian$Date","2,016 B (0%)","21 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","2,016 B (0%)","28 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","1,968 B (0%)","41 (0%)"
"org.springframework.core.annotation.AttributeMethods","1,952 B (0%)","61 (0%)"
"com.sun.proxy.$Proxy30","1,952 B (0%)","122 (0%)"
"jdk.internal.module.SystemModuleFinders$3","1,952 B (0%)","122 (0%)"
"java.beans.MethodRef","1,944 B (0%)","81 (0%)"
"org.hibernate.internal.CoreMessageLogger_$logger","1,936 B (0%)","121 (0%)"
"java.text.DecimalFormatSymbols","1,936 B (0%)","22 (0%)"
"org.h2.jdbc.JdbcConnection","1,920 B (0%)","20 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeyIterator","1,904 B (0%)","34 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","1,888 B (0%)","118 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,888 B (0%)","59 (0%)"
"java.util.ResourceBundle$BundleReference","1,880 B (0%)","47 (0%)"
"java.time.format.DateTimeFormatterBuilder$NumberPrinterParser","1,856 B (0%)","58 (0%)"
"com.sun.proxy.$Proxy1","1,840 B (0%)","115 (0%)"
"java.io.ObjectInputStream$ValidationList","1,840 B (0%)","115 (0%)"
"java.util.regex.Pattern$Slice","1,824 B (0%)","76 (0%)"
"sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes","1,808 B (0%)","113 (0%)"
"org.apache.tomcat.util.res.StringManager$1","1,792 B (0%)","32 (0%)"
"java.util.ServiceLoader$LazyClassPathLookupIterator","1,760 B (0%)","44 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1,752 B (0%)","73 (0%)"
"java.util.regex.Pattern$Branch","1,728 B (0%)","54 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotations","1,720 B (0%)","43 (0%)"
"java.security.ProtectionDomain[]","1,696 B (0%)","63 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","1,672 B (0%)","19 (0%)"
"java.util.Optional","1,664 B (0%)","104 (0%)"
"java.nio.DirectByteBuffer","1,664 B (0%)","26 (0%)"
"org.apache.tomcat.util.http.MimeHeaderField","1,656 B (0%)","69 (0%)"
"org.springframework.expression.common.LiteralExpression","1,648 B (0%)","103 (0%)"
"java.time.LocalDate","1,608 B (0%)","67 (0%)"
"org.hibernate.dialect.function.StandardSQLFunction","1,608 B (0%)","67 (0%)"
"java.sql.Statement[]","1,600 B (0%)","20 (0%)"
"com.sun.jmx.remote.util.OrderClassLoaders","1,584 B (0%)","18 (0%)"
"java.util.Enumeration[]","1,584 B (0%)","66 (0%)"
"sun.rmi.server.MarshalOutputStream$1","1,584 B (0%)","99 (0%)"
"java.lang.CompoundEnumeration","1,584 B (0%)","66 (0%)"
"java.time.temporal.ValueRange","1,584 B (0%)","33 (0%)"
"java.util.Properties","1,568 B (0%)","28 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXSimpleType","1,568 B (0%)","49 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","1,568 B (0%)","49 (0%)"
"com.sun.beans.introspect.ClassInfo","1,568 B (0%)","49 (0%)"
"org.h2.value.ValueInt[]","1,568 B (0%)","2 (0%)"
"java.time.format.DateTimeFormatterBuilder$DateTimePrinterParser[]","1,560 B (0%)","43 (0%)"
"javax.management.MBeanOperationInfo","1,560 B (0%)","39 (0%)"
"org.springframework.expression.spel.standard.TokenKind","1,536 B (0%)","48 (0%)"
"java.util.jar.Manifest","1,536 B (0%)","64 (0%)"
"com.sun.beans.util.Cache$CacheEntry","1,536 B (0%)","48 (0%)"
"org.springframework.core.io.ClassPathResource","1,536 B (0%)","64 (0%)"
"java.util.PropertyResourceBundle","1,520 B (0%)","38 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","1,520 B (0%)","19 (0%)"
"java.security.BasicPermissionCollection","1,512 B (0%)","63 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","1,488 B (0%)","31 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","1,488 B (0%)","62 (0%)"
"org.attoparser.HtmlBodyElement","1,472 B (0%)","46 (0%)"
"java.util.concurrent.atomic.AtomicLong","1,464 B (0%)","61 (0%)"
"java.lang.Character$UnicodeBlock[]","1,464 B (0%)","1 (0%)"
"java.security.Provider$UString","1,464 B (0%)","61 (0%)"
"sun.reflect.generics.tree.Wildcard","1,440 B (0%)","60 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,440 B (0%)","36 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,440 B (0%)","60 (0%)"
"org.h2.command.dml.Call","1,440 B (0%)","20 (0%)"
"java.lang.invoke.MemberName[]","1,440 B (0%)","10 (0%)"
"org.springframework.data.jpa.mapping.JpaPersistentPropertyImpl","1,440 B (0%)","12 (0%)"
"java.util.regex.Pattern$Node[]","1,424 B (0%)","54 (0%)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","1,408 B (0%)","44 (0%)"
"java.text.DateFormatSymbols","1,408 B (0%)","22 (0%)"
"java.util.ImmutableCollections$ListItr","1,408 B (0%)","44 (0%)"
"sun.util.calendar.ZoneInfo","1,400 B (0%)","25 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder","1,400 B (0%)","35 (0%)"
"javax.management.MBeanOperationInfo[]","1,392 B (0%)","48 (0%)"
"javax.management.MBeanParameterInfo","1,376 B (0%)","43 (0%)"
"org.springframework.http.MediaType","1,376 B (0%)","43 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy18","1,360 B (0%)","85 (0%)"
"org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source","1,360 B (0%)","85 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.MonitoredNumbersResponse","1,344 B (0%)","14 (0%)"
"org.springframework.core.type.StandardAnnotationMetadata","1,344 B (0%)","42 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings","1,320 B (0%)","55 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,312 B (0%)","41 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,296 B (0%)","18 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","1,296 B (0%)","54 (0%)"
"org.h2.util.SmallLRUCache","1,280 B (0%)","20 (0%)"
"org.thymeleaf.engine.Attribute[]","1,280 B (0%)","48 (0%)"
"java.util.PropertyPermission","1,280 B (0%)","40 (0%)"
"java.math.BigInteger[]","1,280 B (0%)","39 (0%)"
"com.sun.proxy.$Proxy0","1,280 B (0%)","80 (0%)"
"com.sun.proxy.$Proxy4","1,280 B (0%)","80 (0%)"
"java.text.SimpleDateFormat","1,280 B (0%)","20 (0%)"
"sun.reflect.generics.reflectiveObjects.WildcardTypeImpl","1,248 B (0%)","52 (0%)"
"java.time.format.DateTimeFormatter","1,240 B (0%)","31 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","1,232 B (0%)","77 (0%)"
"org.h2.mvstore.RootReference","1,232 B (0%)","22 (0%)"
"java.util.concurrent.locks.ReentrantLock","1,216 B (0%)","76 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"sun.nio.ch.NioSocketImpl","1,200 B (0%)","15 (0%)"
"java.math.BigDecimal","1,200 B (0%)","30 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl","1,184 B (0%)","37 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaReflectionManager$MemberKey","1,176 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","1,176 B (0%)","49 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable","1,152 B (0%)","24 (0%)"
"java.rmi.MarshalledObject$MarshalledObjectInputStream","1,152 B (0%)","16 (0%)"
"org.thymeleaf.engine.Attributes","1,152 B (0%)","48 (0%)"
"java.util.concurrent.atomic.LongAdder","1,152 B (0%)","36 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$ShortcutDependencyDescriptor","1,152 B (0%)","16 (0%)"
"javax.management.Attribute","1,152 B (0%)","48 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1,152 B (0%)","24 (0%)"
"org.apache.juli.logging.DirectJDKLog","1,136 B (0%)","71 (0%)"
"org.hibernate.persister.entity.SingleTableEntityPersister","1,120 B (0%)","2 (0%)"
"com.zaxxer.hikari.pool.PoolEntry","1,120 B (0%)","20 (0%)"
"java.util.concurrent.ConcurrentHashMap$CounterCell","1,120 B (0%)","4 (0%)"
"java.util.regex.Pattern$Start","1,104 B (0%)","46 (0%)"
"org.hibernate.service.spi.ServiceBinding","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1,088 B (0%)","34 (0%)"
"com.sun.proxy.$Proxy5","1,088 B (0%)","68 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1,088 B (0%)","34 (0%)"
"double[]","1,064 B (0%)","12 (0%)"
"jdk.internal.loader.URLClassPath$1","1,056 B (0%)","33 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl","1,056 B (0%)","33 (0%)"
"org.apache.coyote.ActionCode","1,056 B (0%)","44 (0%)"
"java.util.ServiceLoader$2","1,056 B (0%)","44 (0%)"
"sun.security.util.KnownOIDs[]","1,048 B (0%)","1 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"java.lang.Integer[]","1,040 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","1,040 B (0%)","26 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog","1,040 B (0%)","26 (0%)"
"java.util.jar.Attributes","1,040 B (0%)","65 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"org.h2.expression.function.FunctionInfo[]","1,032 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","1,032 B (0%)","43 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1,032 B (0%)","43 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,024 B (0%)","41 (0%)"
"com.sun.proxy.$Proxy29","1,024 B (0%)","64 (0%)"
"java.net.InetAddress$InetAddressHolder","1,024 B (0%)","32 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","1,008 B (0%)","63 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","1,008 B (0%)","21 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapping[]","1,000 B (0%)","13 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","1,000 B (0%)","25 (0%)"
"java.util.IdentityHashMap","1,000 B (0%)","25 (0%)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","992 B (0%)","31 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","992 B (0%)","31 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"org.h2.message.Trace","960 B (0%)","30 (0%)"
"java.util.EnumMap","960 B (0%)","24 (0%)"
"org.h2.command.CommandContainer","960 B (0%)","24 (0%)"
"javax.management.MBeanParameterInfo[]","952 B (0%)","39 (0%)"
"java.beans.MethodDescriptor","952 B (0%)","17 (0%)"
"java.util.regex.Pattern$BitClass","944 B (0%)","59 (0%)"
"antlr.collections.impl.BitSet","944 B (0%)","59 (0%)"
"org.h2.index.MetaIndex","936 B (0%)","13 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","928 B (0%)","58 (0%)"
"org.thymeleaf.engine.IEngineTemplateEvent[]","920 B (0%)","2 (0%)"
"java.io.ObjectStreamClass$FieldReflector","920 B (0%)","23 (0%)"
"javax.management.openmbean.ArrayType","912 B (0%)","19 (0%)"
"org.h2.expression.ExpressionVisitor","912 B (0%)","19 (0%)"
"org.h2.expression.Expression[]","904 B (0%)","43 (0%)"
"java.nio.HeapCharBuffer","896 B (0%)","16 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor","896 B (0%)","14 (0%)"
"java.util.ImmutableCollections$ListN","896 B (0%)","56 (0%)"
"java.util.regex.Pattern$$Lambda$121.0x0000000800bf9608","896 B (0%)","56 (0%)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","896 B (0%)","56 (0%)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0%)","28 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","888 B (0%)","37 (0%)"
"java.util.concurrent.atomic.AtomicReference","880 B (0%)","55 (0%)"
"java.text.DigitList","880 B (0%)","22 (0%)"
"org.h2.util.ColumnNamerConfiguration","880 B (0%)","22 (0%)"
"java.util.regex.Pattern$BranchConn","864 B (0%)","54 (0%)"
"com.fasterxml.jackson.databind.MapperFeature","864 B (0%)","27 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType","864 B (0%)","27 (0%)"
"java.lang.management.ManagementPermission","864 B (0%)","36 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl","864 B (0%)","27 (0%)"
"jdk.internal.reflect.UnsafeObjectFieldAccessorImpl","864 B (0%)","27 (0%)"
"org.springframework.data.repository.query.parser.Part$Type","864 B (0%)","27 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","864 B (0%)","18 (0%)"
"org.hibernate.event.spi.EventType","864 B (0%)","36 (0%)"
"org.springframework.expression.spel.ast.PropertyOrFieldReference","840 B (0%)","15 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","840 B (0%)","35 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","840 B (0%)","35 (0%)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","840 B (0%)","15 (0%)"
"org.h2.table.IndexColumn","840 B (0%)","35 (0%)"
"org.attoparser.HtmlBodyBlockElement","832 B (0%)","26 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXMethod","832 B (0%)","26 (0%)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","832 B (0%)","26 (0%)"
"org.springframework.data.util.ClassTypeInformation","816 B (0%)","17 (0%)"
"org.h2.expression.function.Function","800 B (0%)","20 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","800 B (0%)","20 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ThreadInfo","800 B (0%)","10 (0%)"
"org.h2.util.CloseWatcher","800 B (0%)","20 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","784 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","784 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter","784 B (0%)","49 (0%)"
"org.springframework.context.annotation.ScannedGenericBeanDefinition","784 B (0%)","7 (0%)"
"org.apache.tomcat.util.res.StringManager","768 B (0%)","32 (0%)"
"com.fasterxml.jackson.databind.SerializationFeature","768 B (0%)","24 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Size","768 B (0%)","32 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0%)","32 (0%)"
"jdk.internal.ref.Cleaner","760 B (0%)","19 (0%)"
"org.springframework.core.convert.Property","760 B (0%)","19 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$177.0x0000000800c4fbb0","752 B (0%)","47 (0%)"
"com.sun.proxy.$Proxy12","752 B (0%)","47 (0%)"
"java.lang.invoke.Invokers","744 B (0%)","31 (0%)"
"org.springframework.format.support.FormattingConversionService$ParserConverter","744 B (0%)","31 (0%)"
"org.springframework.beans.factory.config.ConstructorArgumentValues","744 B (0%)","31 (0%)"
"java.util.regex.Pattern$Curly","736 B (0%)","23 (0%)"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet","736 B (0%)","46 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXProperty","736 B (0%)","23 (0%)"
"javax.management.openmbean.CompositeType","728 B (0%)","13 (0%)"
"com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl","720 B (0%)","6 (0%)"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[]","720 B (0%)","5 (0%)"
"org.h2.mvstore.MVMap","720 B (0%)","10 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaAnnotationReader","720 B (0%)","45 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$OfNonGenericType$ForLoadedType","720 B (0%)","30 (0%)"
"org.springframework.beans.factory.support.DisposableBeanAdapter","720 B (0%)","18 (0%)"
"javax.management.MBeanPermission","720 B (0%)","18 (0%)"
"org.thymeleaf.engine.StandaloneElementTag","720 B (0%)","15 (0%)"
"org.thymeleaf.engine.XMLAttributeName","704 B (0%)","22 (0%)"
"com.sun.proxy.$Proxy33","704 B (0%)","44 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap","696 B (0%)","29 (0%)"
"org.h2.expression.aggregate.AggregateType","696 B (0%)","29 (0%)"
"org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key","680 B (0%)","17 (0%)"
"java.util.regex.Pattern$SliceI","672 B (0%)","28 (0%)"
"org.springframework.context.support.MessageSourceAccessor","672 B (0%)","28 (0%)"
"com.sun.jmx.mbeanserver.NamedObject","672 B (0%)","28 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","672 B (0%)","28 (0%)"
"java.util.concurrent.Executors$RunnableAdapter","672 B (0%)","28 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$813.0x00000008010f3390","648 B (0%)","27 (0%)"
"org.h2.engine.Mode","648 B (0%)","9 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","648 B (0%)","27 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter","648 B (0%)","27 (0%)"
"org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper","640 B (0%)","4 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment[]","640 B (0%)","8 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement","640 B (0%)","16 (0%)"
"com.sun.jmx.mbeanserver.PerInterface","640 B (0%)","16 (0%)"
"org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder","640 B (0%)","16 (0%)"
"java.lang.invoke.LambdaForm[]","624 B (0%)","3 (0%)"
"com.fasterxml.jackson.databind.type.SimpleType","624 B (0%)","13 (0%)"
"com.sun.proxy.$Proxy45","624 B (0%)","39 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","624 B (0%)","13 (0%)"
"java.time.LocalTime","624 B (0%)","26 (0%)"
"com.fasterxml.jackson.databind.cfg.BaseSettings","616 B (0%)","11 (0%)"
"org.h2.table.IndexColumn[]","616 B (0%)","23 (0%)"
"net.bytebuddy.description.type.TypeDescription$Latent","608 B (0%)","19 (0%)"
"net.bytebuddy.utility.JavaType","608 B (0%)","19 (0%)"
"int[][]","592 B (0%)","6 (0%)"
"org.springframework.data.mapping.model.Property","576 B (0%)","12 (0%)"
"org.springframework.util.MimeType","576 B (0%)","18 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","576 B (0%)","18 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl$1","576 B (0%)","36 (0%)"
"com.zaxxer.hikari.util.FastList","576 B (0%)","24 (0%)"
"org.h2.mvstore.Page$Leaf","576 B (0%)","12 (0%)"
"java.nio.DirectByteBuffer$Deallocator","576 B (0%)","18 (0%)"
"net.bytebuddy.matcher.ModifierMatcher$Mode","576 B (0%)","18 (0%)"
"java.rmi.MarshalledObject","576 B (0%)","18 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$SetCcl","576 B (0%)","36 (0%)"
"org.springframework.http.HttpStatus[]","576 B (0%)","2 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement","560 B (0%)","14 (0%)"
"org.springframework.beans.propertyeditors.CustomNumberEditor","560 B (0%)","14 (0%)"
"org.springframework.core.convert.support.ObjectToStringConverter","560 B (0%)","35 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$WeakEntryReference","560 B (0%)","14 (0%)"
"java.util.concurrent.TimeUnit","560 B (0%)","7 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.PropertyMetaData","560 B (0%)","14 (0%)"
"org.hibernate.validator.internal.util.logging.Log_$logger","560 B (0%)","35 (0%)"
"sun.invoke.util.Wrapper","560 B (0%)","10 (0%)"
"javax.management.openmbean.SimpleType","560 B (0%)","14 (0%)"
"java.lang.Character[]","552 B (0%)","2 (0%)"
"java.time.Duration","552 B (0%)","23 (0%)"
"sun.reflect.generics.tree.ArrayTypeSignature","544 B (0%)","34 (0%)"
"java.lang.ThreadLocal","544 B (0%)","34 (0%)"
"org.thymeleaf.processor.element.MatchingElementName","544 B (0%)","17 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor","544 B (0%)","17 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext","544 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.wireprotocol.DumpResultsResponse","544 B (0%)","17 (0%)"
"java.util.regex.CharPredicates$$Lambda$811.0x00000008010f2ea8","544 B (0%)","34 (0%)"
"org.springframework.core.annotation.SynthesizedMergedAnnotationInvocationHandler","544 B (0%)","17 (0%)"
"org.thymeleaf.cache.StandardCache$CacheEntry","544 B (0%)","17 (0%)"
